SSDSE-F-2023,1991-2020îN,,,CN100,CN110,CN120,CN131,CN132,CN141,CN142,CN143,CN144,CN151,CN152,CN200,CN210,CN220,CN230,CN300,CN311,CN312,CN313,CN400,CN410,CN420,CN500,CN511,CN512,CN513,CN514,CN515,CN600,CN610,CN620,CN631,CN632,CN633,CN640,CN651,CN652,CN653,CN654,CN900,CN910,CN920
R11202,çÈã åß,åFíJés,12åé,6.5,12.0,1.8,0.1,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1013.3,1017.3,58,5.7,2.6,1.1,0.0,0.0,200.9,23.8,2.7,30.9,3.5,0.9,0.1,0.0,0.0,2.6,1,1,0.1,0.0,0.0,1,0.1,0.0,0.0,0.0,36.15,139.38,30.0
R11202,çÈã åß,åFíJés,îN,15.4,20.7,11.0,0.5,59.3,0.0,126.1,62.6,18.1,44.6,12.1,1010.1,1013.9,65,13.2,2.5,11.1,0.1,0.0,2106.6,216.0,57.8,1305.8,95.7,37.3,11.1,4.0,1.1,17.7,16,8,0.9,0.5,0.2,9,2.1,1.2,0.4,0.0,36.15,139.38,30.0
R12100,êÁótåß,êÁótés,01åé,6.1,10.1,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,1015.0,1015.7,53,5.1,3.7,7.9,0.9,0.0,191.6,22.6,3.4,67.5,5.4,2.3,0.6,0.2,0.0,5.6,2,2,0.2,0.1,0.0,2,0.5,0.2,0.0,0.0,35.60,140.10,3.5
R12100,êÁótåß,êÁótés,02åé,6.6,10.7,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,1015.3,1016.0,55,5.5,4.0,7.6,1.5,0.0,165.3,18.6,3.6,59.1,5.9,1.8,0.5,0.1,0.0,5.9,4,3,0.3,0.2,0.1,3,0.7,0.4,0.1,0.0,35.60,140.10,3.5
R12100,êÁótåß,êÁótés,03åé,9.6,13.8,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.5,1015.3,61,7.5,4.2,8.7,1.5,0.1,167.5,16.9,5.6,111.3,10.2,4.2,0.8,0.1,0.0,2.4,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.60,140.10,3.5
R12100,êÁótåß,êÁótés,04åé,14.5,18.7,10.6,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1013.2,1014.0,66,11.0,4.5,8.1,1.4,0.1,177.0,16.9,4.9,110.4,9.8,3.7,0.9,0.2,0.0,0.4,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.60,140.10,3.5
R12100,êÁótåß,êÁótés,05åé,18.9,23.0,15.4,0.0,0.1,0.0,9.3,0.2,0.0,0.0,0.0,1011.3,1012.0,71,15.4,4.4,6.3,0.8,0.1,180.5,16.0,4.8,122.3,10.1,4.3,1.2,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.60,140.10,3.5
R12100,êÁótåß,êÁótés,06åé,21.9,25.6,19.0,0.0,3.2,0.0,18.2,1.9,0.0,0.0,0.1,1008.5,1009.2,77,20.3,3.9,3.7,0.6,0.1,126.9,10.4,6.9,150.9,10.9,4.8,1.3,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.60,140.10,3.5
R12100,êÁótåß,êÁótés,07åé,25.7,29.4,23.0,0.0,20.0,0.0,27.5,15.9,0.7,0.0,8.6,1008.2,1008.9,78,25.9,4.3,5.0,0.5,0.0,162.7,13.8,4.9,136.5,9.0,3.8,1.3,0.6,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.60,140.10,3.5
R12100,êÁótåß,êÁótés,08åé,27.1,31.0,24.3,0.0,25.6,0.0,29.4,22.5,1.3,0.0,14.1,1009.5,1010.2,77,27.4,4.2,3.7,0.6,0.1,189.4,17.7,2.9,115.7,7.7,2.9,1.0,0.5,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.60,140.10,3.5
R12100,êÁótåß,êÁótés,09åé,23.8,27.5,21.0,0.0,11.1,0.0,22.4,8.3,0.1,0.0,3.8,1012.4,1013.1,77,22.7,3.9,3.6,0.8,0.3,134.6,13.4,5.3,204.7,10.8,5.1,1.8,1.0,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.60,140.10,3.5
R12100,êÁótåß,êÁótés,10åé,18.6,22.3,15.6,0.0,0.5,0.0,6.2,0.2,0.0,0.0,0.0,1015.8,1016.6,73,15.7,3.5,3.6,0.6,0.2,131.6,13.5,6.4,225.7,10.5,5.5,2.2,1.2,0.4,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.60,140.10,3.5
R12100,êÁótåß,êÁótés,11åé,13.4,17.3,9.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1017.5,1018.2,66,10.4,3.3,4.9,0.7,0.0,143.6,16.6,5.0,94.1,7.9,3.0,0.8,0.2,0.0,0.1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.60,140.10,3.5
R12100,êÁótåß,êÁótés,12åé,8.6,12.5,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1016.2,1016.9,57,6.5,3.5,7.2,1.5,0.1,174.8,21.3,3.6,56.8,5.9,1.8,0.3,0.0,0.0,2.5,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.60,140.10,3.5
R12100,êÁótåß,êÁótés,îN,16.2,20.2,12.9,0.0,60.5,0.0,113.9,49.1,2.2,5.7,26.5,1013.1,1013.8,68,14.5,3.9,70.4,11.4,1.1,1945.5,197.9,57.3,1454.7,104.1,43.1,12.6,4.8,1.0,17.7,7,5,0.6,0.3,0.1,5,1.2,0.6,0.1,0.0,35.60,140.10,3.5
R13100,ìåãûìs,ìåãûìsãÊïî,01åé,5.4,9.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,1012.8,1015.8,51,4.5,2.7,1.2,0.0,0.0,192.6,23.0,3.2,59.7,4.5,1.9,0.6,0.2,0.0,2.8,4,3,0.3,0.1,0.0,3,0.7,0.2,0.1,0.0,35.69,139.75,25.2
R13100,ìåãûìs,ìåãûìsãÊïî,02åé,6.1,10.9,2.1,0.1,0.0,0.0,0.0,0.0,0.0,5.1,0.0,1013.1,1016.1,52,4.9,3.0,2.6,0.0,0.0,170.4,19.3,3.6,56.5,5.2,2.0,0.4,0.1,0.0,3.5,4,3,0.2,0.1,0.1,3,0.5,0.4,0.2,0.0,35.69,139.75,25.2
R13100,ìåãûìs,ìåãûìsãÊïî,03åé,9.4,14.2,5.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,1012.3,1015.2,57,6.8,3.1,2.7,0.0,0.0,175.3,17.8,5.8,116.0,9.2,4.0,1.0,0.1,0.0,1.4,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.69,139.75,25.2
R13100,ìåãûìs,ìåãûìsãÊïî,04åé,14.3,19.4,9.8,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,1011.0,1013.8,62,10.1,3.2,2.4,0.0,0.0,178.8,17.3,5.3,133.7,9.5,4.0,1.2,0.5,0.0,0.1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.69,139.75,25.2
R13100,ìåãûìs,ìåãûìsãÊïî,05åé,18.8,23.6,14.6,0.0,0.2,0.0,12.4,0.6,0.0,0.0,0.0,1009.0,1011.8,68,14.4,3.1,1.4,0.0,0.0,179.6,16.0,5.4,139.7,10.1,4.4,1.1,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.69,139.75,25.2
R13100,ìåãûìs,ìåãûìsãÊïî,06åé,21.9,26.1,18.5,0.0,3.5,0.0,19.3,3.6,0.1,0.0,0.2,1006.2,1009.0,75,19.6,2.8,0.7,0.1,0.0,124.2,10.5,7.6,167.8,11.6,5.4,1.6,0.6,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.69,139.75,25.2
R13100,ìåãûìs,ìåãûìsãÊïî,07åé,25.7,29.9,22.4,0.0,19.7,0.0,27.2,16.8,1.4,0.0,6.1,1005.8,1008.6,76,25.1,3.2,0.5,0.0,0.0,151.4,12.8,5.7,156.2,10.5,4.2,1.6,0.7,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.69,139.75,25.2
R13100,ìåãûìs,ìåãûìsãÊïî,08åé,26.9,31.3,23.5,0.0,24.7,0.0,29.4,22.6,3.0,0.0,9.9,1007.1,1009.9,74,26.2,2.9,0.7,0.0,0.0,174.2,16.3,3.3,154.7,7.9,3.8,1.4,0.8,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.69,139.75,25.2
R13100,ìåãûìs,ìåãûìsãÊïî,09åé,23.3,27.5,20.3,0.0,9.5,0.0,22.4,8.2,0.3,0.0,1.7,1010.2,1013.0,75,21.5,2.7,1.2,0.2,0.0,126.7,12.4,6.1,224.9,11.0,5.6,2.1,1.1,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.69,139.75,25.2
R13100,ìåãûìs,ìåãûìsãÊïî,10åé,18.0,22.0,14.8,0.0,0.2,0.0,5.7,0.3,0.0,0.0,0.0,1013.8,1016.7,71,14.7,2.6,1.1,0.1,0.0,129.4,14.0,6.7,234.8,10.5,5.3,2.3,1.2,0.4,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.69,139.75,25.2
R13100,ìåãûìs,ìåãûìsãÊïî,11åé,12.5,16.7,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.3,1018.2,64,9.6,2.5,0.7,0.0,0.0,149.8,17.3,5.2,96.3,7.4,2.6,0.8,0.3,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.69,139.75,25.2
R13100,ìåãûìs,ìåãûìsãÊïî,12åé,7.7,12.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,1014.0,1017.0,56,5.9,2.6,1.1,0.0,0.0,174.4,21.7,3.4,57.9,5.2,1.8,0.4,0.1,0.0,0.6,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.69,139.75,25.2
R13100,ìåãûìs,ìåãûìsãÊïî,îN,15.8,20.3,12.1,0.1,57.8,0.0,118.5,52.1,4.8,15.2,17.8,1010.9,1013.8,65,13.6,2.9,16.3,0.4,0.0,1926.7,198.3,61.2,1598.2,102.5,45.3,14.3,6.2,1.2,8.5,8,5,0.5,0.2,0.1,6,1.2,0.5,0.2,0.0,35.69,139.75,25.2
R14100,ê_ìﬁêÏåß,â°ïlés,01åé,6.1,10.2,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1010.4,1015.6,53,5.0,3.6,3.4,0.0,0.0,192.7,23.1,3.3,64.7,5.1,2.2,0.6,0.2,0.0,4.9,4,3,0.3,0.2,0.0,3,0.8,0.4,0.0,0.0,35.44,139.65,39.1
R14100,ê_ìﬁêÏåß,â°ïlés,02åé,6.7,10.8,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,1010.7,1015.9,54,5.4,3.7,3.9,0.0,0.0,167.2,19.0,3.7,64.7,5.4,2.1,0.6,0.1,0.0,7.0,4,3,0.3,0.2,0.1,4,0.7,0.5,0.2,0.0,35.44,139.65,39.1
R14100,ê_ìﬁêÏåß,â°ïlés,03åé,9.7,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.9,1015.1,60,7.3,3.9,5.2,0.0,0.0,168.8,17.3,5.9,139.5,10.0,4.8,1.3,0.2,0.0,3.4,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.44,139.65,39.1
R14100,ê_ìﬁêÏåß,â°ïlés,04åé,14.5,18.9,10.7,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1008.7,1013.8,65,10.8,3.9,4.4,0.2,0.0,181.2,17.5,5.0,143.1,9.5,4.4,1.4,0.6,0.0,0.1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.44,139.65,39.1
R14100,ê_ìﬁêÏåß,â°ïlés,05åé,18.8,23.1,15.5,0.0,0.1,0.0,9.8,0.3,0.0,0.0,0.0,1006.8,1011.8,70,15.2,3.6,2.4,0.0,0.0,187.4,16.7,5.1,152.6,9.8,4.9,1.5,0.6,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.44,139.65,39.1
R14100,ê_ìﬁêÏåß,â°ïlés,06åé,21.8,25.5,19.1,0.0,2.8,0.0,17.5,2.3,0.0,0.0,0.1,1004.1,1009.0,78,20.2,3.2,1.5,0.1,0.0,135.9,11.6,7.0,188.8,11.9,5.8,1.8,0.8,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.44,139.65,39.1
R14100,ê_ìﬁêÏåß,â°ïlés,07åé,25.6,29.4,22.9,0.0,19.7,0.0,27.4,15.8,0.6,0.0,7.5,1003.8,1008.7,78,25.6,3.4,1.7,0.0,0.0,170.9,14.6,4.8,182.5,10.3,4.5,2.0,0.9,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.44,139.65,39.1
R14100,ê_ìﬁêÏåß,â°ïlés,08åé,27.0,31.0,24.3,0.0,25.8,0.0,29.3,22.3,1.3,0.0,14.2,1005.1,1010.0,76,27.0,3.4,1.2,0.1,0.0,206.4,19.4,3.0,139.0,7.5,3.2,1.3,0.6,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.44,139.65,39.1
R14100,ê_ìﬁêÏåß,â°ïlés,09åé,23.7,27.3,21.0,0.0,11.0,0.0,22.1,7.8,0.1,0.0,2.8,1008.0,1012.9,76,22.3,3.4,2.0,0.3,0.1,141.2,13.8,5.4,241.5,11.5,6.1,2.4,1.3,0.3,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.44,139.65,39.1
R14100,ê_ìﬁêÏåß,â°ïlés,10åé,18.5,22.0,15.7,0.0,0.4,0.0,6.0,0.3,0.0,0.0,0.0,1011.5,1016.5,71,15.3,3.4,1.9,0.3,0.0,137.3,14.5,6.5,240.4,10.7,5.4,2.3,1.2,0.5,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.44,139.65,39.1
R14100,ê_ìﬁêÏåß,â°ïlés,11åé,13.4,17.1,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.0,1018.1,65,10.1,3.3,2.3,0.0,0.0,151.1,17.6,4.7,107.6,7.7,2.9,1.1,0.3,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.44,139.65,39.1
R14100,ê_ìﬁêÏåß,â°ïlés,12åé,8.7,12.5,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1011.6,1016.9,57,6.5,3.4,2.5,0.0,0.0,178.1,21.9,3.3,66.4,5.5,2.1,0.4,0.2,0.0,2.3,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.44,139.65,39.1
R14100,ê_ìﬁêÏåß,â°ïlés,îN,16.2,20.2,13.0,0.0,59.8,0.0,113.3,48.8,2.0,3.8,24.6,1008.6,1013.7,67,14.2,3.5,32.6,1.1,0.1,2018.3,207.0,57.7,1730.8,105.0,48.5,16.7,6.8,1.6,17.7,9,6,0.6,0.4,0.1,7,1.5,0.8,0.2,0.0,35.44,139.65,39.1
R15100,êVäÉåß,êVäÉés,01åé,2.5,5.3,0.1,3.4,0.0,0.2,0.0,0.0,0.0,14.9,0.0,1016.6,1017.5,72,5.6,3.9,6.5,0.3,0.0,56.4,4.9,7.4,180.9,21.1,6.8,0.6,0.0,0.0,22.7,63,18,4.1,1.7,0.5,23,10.5,6.4,3.4,0.2,37.89,139.02,4.1
R15100,êVäÉåß,êVäÉés,02åé,3.1,6.4,-0.1,2.3,0.0,0.3,0.0,0.0,0.0,15.1,0.0,1017.1,1017.9,74,5.4,3.8,5.7,0.2,0.0,74.3,6.8,4.6,115.8,16.8,3.9,0.2,0.0,0.0,19.8,48,14,3.3,1.3,0.4,23,9.7,6.3,3.6,0.5,37.89,139.02,4.1
R15100,êVäÉåß,êVäÉés,03åé,6.2,10.3,2.4,0.1,0.0,0.0,0.0,0.0,0.0,4.7,0.0,1016.1,1017.0,68,6.4,3.5,3.7,0.1,0.0,136.8,13.4,4.3,112.0,15.5,4.0,0.2,0.0,0.0,10.9,8,4,0.6,0.1,0.0,5,1.4,0.6,0.1,0.0,37.89,139.02,4.1
R15100,êVäÉåß,êVäÉés,04åé,11.3,16.1,7.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1013.9,1014.8,66,9.0,3.4,3.9,0.4,0.0,177.7,16.8,3.8,97.2,11.5,3.6,0.4,0.0,0.0,1.1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.89,139.02,4.1
R15100,êVäÉåß,êVäÉés,05åé,16.7,21.3,12.7,0.0,0.0,0.0,6.6,0.4,0.0,0.0,0.0,1011.2,1012.1,69,13.1,3.2,2.1,0.1,0.0,202.8,17.6,3.7,94.4,10.1,3.1,0.5,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.89,139.02,4.1
R15100,êVäÉåß,êVäÉés,06åé,20.9,24.8,17.7,0.0,0.9,0.0,14.6,1.3,0.0,0.0,0.0,1008.2,1009.0,74,18.5,2.7,1.2,0.0,0.0,179.2,14.8,3.8,121.1,9.5,3.9,0.9,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.89,139.02,4.1
R15100,êVäÉåß,êVäÉés,07åé,24.9,28.7,21.8,0.0,13.9,0.0,26.6,10.8,0.9,0.0,2.8,1007.8,1008.5,79,24.4,2.8,1.3,0.0,0.0,162.1,13.6,4.6,222.3,12.5,6.1,2.4,1.0,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.89,139.02,4.1
R15100,êVäÉåß,êVäÉés,08åé,26.5,30.8,23.3,0.0,22.8,0.0,29.8,18.5,2.3,0.0,7.3,1008.9,1009.7,75,25.9,2.7,1.1,0.1,0.0,205.2,18.9,2.2,163.4,10.0,4.4,1.5,0.8,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.89,139.02,4.1
R15100,êVäÉåß,êVäÉés,09åé,22.5,26.4,19.0,0.0,5.9,0.0,18.9,5.1,0.4,0.0,0.9,1012.4,1013.1,73,20.1,2.9,1.9,0.1,0.0,156.2,16.0,4.5,151.9,11.8,4.8,1.1,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.89,139.02,4.1
R15100,êVäÉåß,êVäÉés,10åé,16.7,20.7,12.8,0.0,0.0,0.0,2.5,0.1,0.0,0.0,0.0,1016.6,1017.4,72,13.8,2.8,2.2,0.0,0.0,138.2,15.2,4.5,157.7,13.6,5.6,1.1,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.89,139.02,4.1
R15100,êVäÉåß,êVäÉés,11åé,10.5,14.3,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1018.4,1019.3,74,9.5,3.2,4.4,0.2,0.0,91.5,9.8,5.9,203.5,17.7,8.0,1.2,0.2,0.0,1.5,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.89,139.02,4.1
R15100,êVäÉåß,êVäÉés,12åé,5.3,8.7,2.4,0.2,0.0,0.0,0.0,0.0,0.0,4.1,0.0,1017.5,1018.3,74,6.8,3.9,6.9,0.4,0.0,62.9,5.8,7.8,225.9,21.5,8.5,1.2,0.1,0.0,14.0,19,7,1.2,0.4,0.1,8,3.1,1.6,0.6,0.0,37.89,139.02,4.1
R15100,êVäÉåß,êVäÉés,îN,13.9,17.8,10.5,6.0,43.6,0.4,100.1,36.3,3.6,38.9,10.9,1013.7,1014.5,72,13.2,3.3,40.9,2.1,0.1,1639.6,153.1,57.0,1845.9,171.5,62.7,11.3,3.3,0.3,69.9,139,24,9.2,3.5,1.1,32,24.6,15.0,7.6,0.7,37.89,139.02,4.1
R16201,ïxéRåß,ïxéRés,01åé,3.0,6.3,0.2,2.9,0.0,0.1,0.0,0.0,0.0,13.2,0.0,1016.9,1019.1,82,6.2,2.9,2.1,0.0,0.0,68.1,6.7,6.9,259.0,22.2,10.4,1.4,0.1,0.0,23.4,104,26,6.5,3.6,1.4,40,16.1,13.2,8.5,1.5,36.71,137.20,8.6
R16201,ïxéRåß,ïxéRés,02åé,3.4,7.4,0.1,2.4,0.0,0.4,0.0,0.0,0.0,15.0,0.0,1017.1,1019.3,78,6.1,2.9,2.0,0.0,0.0,89.7,9.0,5.2,171.7,18.2,6.3,0.6,0.1,0.0,19.4,84,24,5.4,2.7,0.8,39,14.4,11.0,7.4,1.7,36.71,137.20,8.6
R16201,ïxéRåß,ïxéRés,03åé,6.9,11.8,2.6,0.2,0.0,0.0,0.2,0.0,0.0,5.4,0.0,1015.5,1017.6,72,7.1,3.2,3.4,0.1,0.0,135.9,13.6,5.0,164.6,16.4,6.5,0.9,0.1,0.0,12.1,17,8,1.3,0.5,0.1,10,2.5,1.2,0.4,0.0,36.71,137.20,8.6
R16201,ïxéRåß,ïxéRés,04åé,12.3,17.6,7.4,0.0,0.0,0.0,1.9,0.2,0.0,0.0,0.0,1012.8,1015.0,68,9.6,3.3,4.7,0.2,0.0,173.6,15.8,4.7,134.5,12.7,4.8,1.0,0.1,0.0,1.8,1,0,0.1,0.0,0.0,0,0.1,0.0,0.0,0.0,36.71,137.20,8.6
R16201,ïxéRåß,ïxéRés,05åé,17.5,22.7,12.9,0.0,0.3,0.0,10.2,1.1,0.0,0.0,0.0,1010.0,1012.0,70,13.8,3.1,3.1,0.1,0.0,199.9,17.5,4.3,122.8,10.7,4.2,1.0,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.71,137.20,8.6
R16201,ïxéRåß,ïxéRés,06åé,21.4,25.7,17.7,0.0,2.4,0.0,16.7,3.1,0.1,0.0,0.0,1006.8,1008.9,78,19.7,2.6,1.4,0.0,0.0,154.0,12.6,4.8,172.6,10.6,5.3,1.8,0.6,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.71,137.20,8.6
R16201,ïxéRåß,ïxéRés,07åé,25.5,29.8,22.1,0.0,17.7,0.0,27.9,15.5,2.6,0.0,2.2,1006.5,1008.4,79,25.7,2.7,1.1,0.0,0.0,153.3,12.9,4.8,245.6,13.9,6.9,2.2,1.2,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.71,137.20,8.6
R16201,ïxéRåß,ïxéRés,08åé,26.9,31.4,23.2,0.0,23.9,0.0,30.0,20.6,4.7,0.0,6.6,1007.6,1009.6,77,26.9,2.7,1.0,0.0,0.0,201.4,18.2,2.5,207.0,10.3,5.6,2.4,0.9,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.71,137.20,8.6
R16201,ïxéRåß,ïxéRés,09åé,22.8,27.0,19.1,0.0,6.6,0.0,20.7,6.2,0.7,0.0,0.4,1010.9,1012.9,78,21.6,2.7,1.5,0.2,0.0,144.2,13.7,4.9,218.1,12.2,6.0,2.4,1.1,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.71,137.20,8.6
R16201,ïxéRåß,ïxéRés,10åé,17.0,21.6,13.1,0.0,0.2,0.0,4.5,0.3,0.0,0.0,0.0,1015.3,1017.4,77,14.9,2.7,2.0,0.2,0.1,143.1,15.2,5.3,171.9,12.6,5.7,1.4,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.71,137.20,8.6
R16201,ïxéRåß,ïxéRés,11åé,11.2,15.7,7.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1017.7,1019.9,77,10.3,2.9,1.8,0.1,0.0,105.1,11.3,5.5,224.8,16.8,8.2,1.9,0.4,0.0,0.6,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.71,137.20,8.6
R16201,ïxéRåß,ïxéRés,12åé,5.7,9.5,2.5,0.4,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1017.6,1019.7,81,7.4,2.9,2.4,0.0,0.0,70.7,7.6,6.8,281.6,21.8,10.8,2.1,0.3,0.0,13.1,49,18,3.3,1.8,0.6,23,6.8,4.9,2.6,0.3,36.71,137.20,8.6
R16201,ïxéRåß,ïxéRés,îN,14.5,18.9,10.7,5.9,51.1,0.5,112.4,47.1,8.1,37.7,9.3,1012.9,1015.0,76,14.1,2.9,26.6,1.1,0.1,1647.2,154.2,60.9,2374.2,178.3,80.7,19.0,5.4,0.6,71.8,253,34,16.4,8.6,2.9,51,39.4,29.9,18.7,3.5,36.71,137.20,8.6
R17201,êŒêÏåß,ã‡ëÚés,01åé,4.0,7.1,1.2,0.8,0.0,0.1,0.0,0.0,0.0,8.7,0.0,1014.7,1018.9,74,6.0,4.7,13.1,2.7,0.0,62.3,6.1,5.9,256.0,23.4,10.0,1.3,0.0,0.0,22.7,67,22,4.2,2.1,0.6,27,9.6,5.9,3.0,0.5,36.59,136.63,5.7
R17201,êŒêÏåß,ã‡ëÚés,02åé,4.2,7.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,1014.9,1019.1,70,5.8,4.5,10.1,1.6,0.1,86.5,8.4,4.0,162.6,18.6,5.3,0.5,0.1,0.0,19.9,53,15,3.9,1.6,0.3,22,8.7,5.8,2.5,0.2,36.59,136.63,5.7
R17201,êŒêÏåß,ã‡ëÚés,03åé,7.3,11.6,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,1013.4,1017.5,66,6.8,4.3,10.8,0.8,0.0,144.8,14.7,4.6,157.2,15.7,5.8,0.8,0.1,0.0,12.7,13,7,0.9,0.3,0.1,7,1.4,0.6,0.0,0.0,36.59,136.63,5.7
R17201,êŒêÏåß,ã‡ëÚés,04åé,12.6,17.3,8.2,0.0,0.0,0.0,1.5,0.1,0.0,0.0,0.0,1010.8,1014.8,64,9.3,4.1,8.0,0.7,0.1,184.8,17.1,4.7,143.9,12.0,5.4,1.1,0.1,0.0,2.5,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.59,136.63,5.7
R17201,êŒêÏåß,ã‡ëÚés,05åé,17.7,22.3,13.6,0.0,0.1,0.0,8.0,0.4,0.0,0.0,0.0,1008.0,1011.9,67,13.4,3.7,5.1,0.2,0.0,207.2,18.3,4.5,138.0,10.4,4.6,1.2,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.59,136.63,5.7
R17201,êŒêÏåß,ã‡ëÚés,06åé,21.6,25.6,18.4,0.0,2.4,0.0,17.3,2.4,0.0,0.0,0.1,1004.9,1008.8,74,18.9,3.4,2.4,0.2,0.0,162.5,13.5,4.7,170.3,10.6,5.1,1.7,0.6,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.59,136.63,5.7
